user_message,intent,response
hotel policy,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
suite price po,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
hello aurora magkano room today,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
aurora good afternoon,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pwede check in time,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
kamusta lang,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
hey aurora distance city tonight,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
please something random tomorrow,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
ano ibig sabihin tomorrow,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
pde where is aurora please,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
room list please tomorrow,rooms,"Aurora offers Standard, Deluxe, Suite, Villa, and Cabin accommodations."
can you booking steps,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
aurora book tonight ngayon,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
pwede hi aurora,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
can you what if aliens visit ngayon,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
can you kids allowed lang,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
do you like pizza,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
hello aurora hello again today,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pwede may wifi ba,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
prce room lang,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pwede late checkout,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
pde room for 4 guests please,recommendation,"Tell me the number of guests, nights, and your budget so I can recommend the best room option."
hey aurora do you like pizza tomorrow,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
please map location,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
pwede do you have pool po,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
pwede can i book now ngayon,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
facilities list ngayon,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
do you like pizza please,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
can you check in time po,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
aurora pwede mag book po,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
please pool details tomorrow,amenities,"Aurora amenities include Sky Infinity Pool, Zen Wellness Studio gym, Lumina Dining restaurant, parking, and complimentary WiFi."
please pwede mag book,reservation,"To reserve a room: sign in, open the Rooms page, choose your room and dates, then confirm the reservation."
aurora prce room,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
please good afternoon,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
aurora hi assistant pls,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
aurora magkano per night lang,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
please kids allowed tonight,policy,Policies depend on availability and room type. Please confirm specific requests with the front desk.
please how to get there today,location,"For the exact address and directions, please check the Aurora website location page or contact the front desk."
pwede what if aliens visit pls,fallback,"I might not have the exact answer for that, but I can help with rooms, amenities, prices, or reservations."
hi assistant lang,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
sup aurora ngayon,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
pde prce room please,price,Room prices vary depending on room type and dates. Standard rooms are usually the most affordable.
pwede hey aurora please,greeting,"Hello! Welcome to Aurora. I can help with rooms, amenities, prices, or reservations."
